Fixed cost,Gross revenue,Location number,Month,Number of products,Owned,Profit,Rental cost,State,Variable cost
3878221.72,17564996.58,198,4,4694,False,4224740.979999997,180920.0,WA,9281113.88
3439749.07,14543902.75,198,5,4694,False,3623940.1899999995,180920.0,WA,7299293.49
4738800.79,16364383.15,198,6,4694,False,3286384.9899999993,180920.0,WA,8158277.37
4539250.46,29543244.07,198,7,4694,False,18267831.1,180920.0,WA,6555242.51
4883629.12,31058442.45,198,8,4694,False,18455220.029999997,180920.0,WA,7538673.3
5232967.58,38145094.11,198,9,4694,False,19908720.47,180920.0,WA,12822486.06
4159488.66,24510185.72,198,10,4694,False,11382467.339999998,180920.0,WA,8787309.72
5421765.31,20384258.22,198,11,4694,False,6439097.54,180920.0,WA,8342475.37
3442457.9,21894597.59,198,12,4694,False,8500269.100000001,180920.0,WA,9770950.59
6716763.76,28270103.11,199,1,4451,False,6655539.700000001,135750.0,CO,14762049.65
6765641.49,22620577.8,199,2,4451,False,4227438.43,135750.0,CO,11491747.88
7801526.06,30856577.64,199,3,4451,False,7467775.230000002,135750.0,CO,15451526.35
5545875.11,23368181.31,199,4,4451,False,7098353.84,135750.0,CO,10588202.36
5915799.97,28455317.4,199,5,4451,False,9602347.89,135750.0,CO,12801419.54
8461964.74,41457608.12,199,6,4451,False,11725254.409999996,135750.0,CO,21134638.97
8916554.06,27589622.97,199,7,4451,False,4431449.099999996,135750.0,CO,14105869.81
8403692.17,34620809.27,199,8,4451,False,7449309.48,135750.0,CO,18632057.62
9965868.8,41841666.95,199,9,4451,False,9968203.680000003,135750.0,CO,21771844.47
6434824.03,30406457.11,199,10,4451,False,6058355.659999996,135750.0,CO,17777527.42
6462907.12,27488781.5,199,11,4451,False,6718167.569999998,135750.0,CO,14171956.81
8601909.21,40006170.31,199,12,4451,False,10241168.310000002,135750.0,CO,21027342.79
5748595.43,26673034.93,200,1,4654,False,7963169.789999999,195840.0,CA,12765429.71
4557123.55,30430510.02,200,2,4654,False,10357866.87,195840.0,CA,15319679.6
5576197.74,31592669.48,200,3,4654,False,9847032.820000002,195840.0,CA,15973598.92
5215842.94,31459936.32,200,4,4654,False,12329094.37,195840.0,CA,13719159.01
5018927.68,37414864.39,200,5,4654,False,16244783.360000001,195840.0,CA,15955313.35
5988753.59,42718463.99,200,6,4654,False,16996457.490000006,195840.0,CA,19537412.91
4999532.68,30100934.95,200,7,4654,False,10341228.7,195840.0,CA,14564333.57
4791208.76,27718443.78,200,8,4654,False,9161610.300000003,195840.0,CA,13569784.72
4976625.17,31882228.54,200,9,4654,False,10461309.369999997,195840.0,CA,16248454.0
4283248.89,30360929.45,200,10,4654,False,9626297.53,195840.0,CA,16255543.03
4984971.6,21402490.09,200,11,4654,False,5634613.74,195840.0,CA,10587064.75
6125658.3,28841641.66,200,12,4654,False,7863771.58,195840.0,CA,14656371.78
18504383.6,78865155.06,201,1,4480,False,18572150.450000003,689750.0,TX,41098871.01
16219887.1,84334869.91,201,2,4480,False,24937513.46,689750.0,TX,42487719.35
14185169.15,92725802.16,201,3,4480,False,30303547.629999988,689750.0,TX,47547335.38
12564542.51,55219040.74,201,4,4480,False,10373706.510000005,689750.0,TX,31591041.72
11723736.0,50412190.65,201,5,4480,False,10654333.649999999,689750.0,TX,27344371.0
20009805.92,73133758.88,201,6,4480,False,12346819.219999991,689750.0,TX,40087383.74
16746478.08,89765464.6,201,7,4480,False,28604302.689999998,689750.0,TX,43724933.83
14603774.96,105256529.4,201,8,4480,False,40123050.72,689750.0,TX,49839953.72
22795348.96,109161480.2,201,9,4480,False,34104130.17000001,689750.0,TX,51572251.07
18999087.67,84140525.19,201,10,4480,False,28409579.169999994,689750.0,TX,36042108.35
15723319.66,78061877.66,201,11,4480,False,23907152.009999998,689750.0,TX,37741655.99
18562182.34,83417132.07,201,12,4480,False,23483461.61999999,689750.0,TX,40681738.11
4703774.17,26400456.9,202,1,4530,False,6886872.019999996,157350.0,CA,14652460.71
5248158.82,27333626.12,202,2,4530,False,7234853.91,157350.0,CA,14693263.39
4807440.14,32962297.79,202,3,4530,False,9905527.729999997,157350.0,CA,18091979.92
5036216.42,20899531.74,202,4,4530,False,4194746.059999999,157350.0,CA,11511219.26
4353265.11,24921228.29,202,5,4530,False,6911298.379999999,157350.0,CA,13499314.8
6849550.67,34966678.24,202,6,4530,False,8815498.34,157350.0,CA,19144279.23
5429779.72,29196166.46,202,7,4530,False,7947064.880000003,157350.0,CA,15661971.86
5581527.53,29014360.01,202,8,4530,False,7944404.92,157350.0,CA,15331077.56
6174395.21,26877685.14,202,9,4530,False,6052443.949999999,157350.0,CA,14493495.98
4033684.23,26319676.84,202,10,4530,False,8287033.889999999,157350.0,CA,13841608.72
4564697.62,22864680.68,202,11,4530,False,5487226.579999998,157350.0,CA,12655406.48
5407970.59,31524172.8,202,12,4530,False,8516486.400000002,157350.0,CA,17442365.81
7024446.55,33930445.87,203,1,4534,False,7379294.939999998,202880.0,GA,19323824.38
7550811.57,40386014.06,203,2,4534,False,9580087.21,202880.0,GA,23052235.28
8305573.39,44791071.25,203,3,4534,False,10455317.719999999,202880.0,GA,25827300.14
6078093.17,31346226.14,203,4,4534,False,7189332.009999998,202880.0,GA,17875920.96
6665624.42,37278842.58,203,5,4534,False,9089560.619999997,202880.0,GA,21320777.54
8680911.72,42275493.75,203,6,4534,False,9285141.93,202880.0,GA,24106560.1
6541900.71,29242964.92,203,7,4534,False,6460597.180000002,202880.0,GA,16037587.03
9663846.23,37176270.53,203,8,4534,False,5622658.150000002,202880.0,GA,21686886.15
7464097.66,40634650.43,203,9,4534,False,9328863.169999998,202880.0,GA,23638809.6
6592849.23,25005674.8,203,10,4534,False,2937649.17,202880.0,GA,15272296.4
6520611.7,31268487.3,203,11,4534,False,7120594.390000001,202880.0,GA,17424401.21
7637249.85,37990177.84,203,12,4534,False,7416026.750000004,202880.0,GA,22734021.24
6026548.75,27056361.79,204,1,4572,False,7788189.27,99320.0,TX,13142303.77
5370090.87,28034700.21,204,2,4572,False,9275854.79,99320.0,TX,13289434.55
5998324.52,27717703.61,204,3,4572,False,8585287.81,99320.0,TX,13034771.28
5334153.32,26666603.83,204,4,4572,False,8768298.769999998,99320.0,TX,12464831.74
4891568.13,28057940.36,204,5,4572,False,10322273.65,99320.0,TX,12744778.58
6224504.63,26493628.19,204,6,4572,False,7837540.8500000015,99320.0,TX,12332262.71
4648743.27,24198379.47,204,7,4572,False,8359490.75,99320.0,TX,11090825.45
4774732.09,25583630.63,204,8,4572,False,8870012.389999999,99320.0,TX,11839566.15
6882795.99,32966392.2,204,9,4572,False,10512916.82,99320.0,TX,15471359.39
5493640.13,26694226.48,204,10,4572,False,7459959.750000002,99320.0,TX,13641306.6
4629580.89,19783589.23,204,11,4572,False,5659136.279999999,99320.0,TX,9395552.06
6726588.54,23973995.9,204,12,4572,False,5696758.92,99320.0,TX,11451328.44
4092915.83,12370240.45,205,1,4309,False,1489266.6599999992,163080.0,TX,6624977.96
3402838.54,15854357.27,205,2,4309,False,3756049.450000001,163080.0,TX,8532389.28
3898085.4,17039247.64,205,3,4309,False,4516521.9,163080.0,TX,8461560.34
4401918.03,16138385.99,205,4,4309,False,3980242.750000001,163080.0,TX,7593145.21
2678380.9,15412888.7,205,5,4309,False,4510867.6099999985,163080.0,TX,8060560.19
4288553.68,15186287.38,205,6,4309,False,3009071.3100000015,163080.0,TX,7725582.39
3811211.36,13922318.4,205,7,4309,False,3344456.620000001,163080.0,TX,6603570.42
3893407.29,15649311.31,205,8,4309,False,4237826.55,163080.0,TX,7354997.47
4465880.02,18797645.86,205,9,4309,False,4146370.66,163080.0,TX,10022315.18
4031410.46,13020752.54,205,10,4309,False,2124713.419999998,163080.0,TX,6701548.66
3517737.48,12805533.68,205,11,4309,False,2760229.6399999997,163080.0,TX,6364486.56
5234297.71,20566035.65,205,12,4309,False,4628093.8999999985,163080.0,TX,10540564.04
4885879.7,21006220.85,206,1,4489,False,3781800.860000003,89360.0,GA,12249180.29
574331.81,21843806.0,206,2,4489,False,8086008.490000002,89360.0,GA,13094105.7
5681807.81,23331404.02,206,3,4489,False,4164605.5700000003,89360.0,GA,13395630.64
4667394.06,22722844.92,206,4,4489,False,5914297.880000003,89360.0,GA,12051792.98
4816416.0,21811257.65,206,5,4489,False,4785007.279999999,89360.0,GA,12120474.37
5455158.28,23625188.58,206,6,4489,False,4042534.049999997,89360.0,GA,14038136.25
5453434.69,18649544.32,206,7,4489,False,2540905.9499999993,89360.0,GA,10565843.68
4520160.6,13763341.99,206,8,4489,False,936906.120000001,89360.0,GA,8216915.27
5813457.67,21079064.97,206,9,4489,False,2400560.299999999,89360.0,GA,12775687.0
4757016.64,19290034.37,206,10,4489,False,3520690.8200000003,89360.0,GA,10922966.91
4345420.02,14630287.36,206,11,4489,False,1613009.9000000004,89360.0,GA,8582497.44
5072927.82,21570687.25,206,12,4489,False,3798308.789999999,89360.0,GA,12610090.64
5720428.71,22131296.44,207,1,4414,False,3373512.09,184940.0,GA,12852415.64
6368922.81,25753920.76,207,2,4414,False,4424211.310000002,184940.0,GA,14775846.64
6424325.52,31006139.91,207,3,4414,False,6499611.710000001,184940.0,GA,17897262.68
6071213.24,19607010.06,207,4,4414,False,1834880.6199999992,184940.0,GA,11515976.2
6067755.2,26011995.09,207,5,4414,False,4998101.48,184940.0,GA,14761198.41
6305498.86,27646903.94,207,6,4414,False,5980657.500000002,184940.0,GA,15175807.58
5459151.07,18466539.15,207,7,4414,False,2054502.5699999984,184940.0,GA,10767945.51
5477667.09,28693877.75,207,8,4414,False,6924173.109999999,184940.0,GA,16107097.55
6085539.26,32655941.28,207,9,4414,False,7643062.9700000025,184940.0,GA,18742399.05
5057648.52,18464203.35,207,10,4414,False,2575170.5200000014,184940.0,GA,10646444.31
5053032.75,21515402.96,207,11,4414,False,3263252.8200000003,184940.0,GA,13014177.39
6819671.39,25782140.81,207,12,4414,False,2921149.1599999983,184940.0,GA,15856380.26
4217573.03,16166694.23,208,1,4312,False,1400452.2299999986,88770.0,GA,10459898.97
4322804.26,17764791.83,208,2,4312,False,1958340.339999998,88770.0,GA,11394877.23
4814296.95,19106324.69,208,3,4312,False,2136410.4600000028,88770.0,GA,12066847.28
4144433.1,12284916.49,208,4,4312,False,-54861.48999999929,88770.0,GA,8106574.88
3903504.36,11999261.99,208,5,4312,False,63635.93000000063,88770.0,GA,7943351.7
5291014.02,18934839.21,208,6,4312,False,1774887.5300000012,88770.0,GA,11780167.66
4025461.08,16832220.8,208,7,4312,False,2412143.5600000005,88770.0,GA,10305846.16
3787267.42,17899381.29,208,8,4312,False,2627665.6999999993,88770.0,GA,11395678.17
5540528.37,19605408.39,208,9,4312,False,1487977.92,88770.0,GA,12488132.1
3992855.58,15837201.64,208,10,4312,False,2515117.84,88770.0,GA,9240458.22
4474025.83,17596060.15,208,11,4312,False,2477289.8899999987,88770.0,GA,10555974.43
6484261.87,19257026.69,208,12,4312,False,665976.4000000004,88770.0,GA,12018018.42
7087037.07,21981318.33,209,1,4408,False,815850.2199999988,212880.0,CO,13865551.04
6759746.89,23853344.41,209,2,4408,False,1843174.9299999997,212880.0,CO,15037542.59
6111179.25,19057802.6,209,3,4408,False,544192.9500000011,212880.0,CO,12189550.4
5224965.01,22012972.03,209,4,4408,False,3886635.490000004,212880.0,CO,12688491.53
5802776.2,22739893.04,209,5,4408,False,4363001.449999999,212880.0,CO,12361235.39
7348256.64,30542219.91,209,6,4408,False,6939752.67,212880.0,CO,16041330.6
6720108.31,26664891.6,209,7,4408,False,5438544.810000002,212880.0,CO,14293358.48
6089276.67,22556072.0,209,8,4408,False,3779104.5600000005,212880.0,CO,12474810.77
7559578.8,34932463.67,209,9,4408,False,7844444.93,212880.0,CO,19315559.94
6081829.6,33699222.78,209,10,4408,False,8240165.190000001,212880.0,CO,19164347.99
6547764.65,23045053.26,209,11,4408,False,3470208.4000000004,212880.0,CO,12814200.21
8665785.88,39414471.86,209,12,4408,False,8389082.489999998,212880.0,CO,22146723.49
3557470.06,16453910.24,210,1,4455,False,4910907.88,154330.0,TX,7831202.3
4572958.97,16529728.95,210,2,4455,False,3315129.8200000003,154330.0,TX,8487310.16
4915752.16,12422372.59,210,3,4455,False,851321.8399999999,154330.0,TX,6500968.59
4231657.51,14879975.01,210,4,4455,False,2169085.04,154330.0,TX,8324902.46
4147804.06,22553114.06,210,5,4455,False,7868322.550000001,154330.0,TX,10382657.45
6003484.38,24956767.35,210,6,4455,False,6493052.590000002,154330.0,TX,12305900.38
5630568.83,21365125.74,210,7,4455,False,4654797.659999998,154330.0,TX,10925429.25
5124634.48,22201643.14,210,8,4455,False,6117795.48,154330.0,TX,10804883.18
6381081.34,29200823.97,210,9,4455,False,8276670.169999998,154330.0,TX,14388742.46
5230375.42,28808001.33,210,10,4455,False,9149828.269999996,154330.0,TX,14273467.64
6187440.65,27376282.46,210,11,4455,False,7579545.360000003,154330.0,TX,13454966.45
7236687.66,32944397.95,210,12,4455,False,9046360.52,154330.0,TX,16507019.77
7741327.4,41163684.73,211,1,4588,False,11211418.25,262770.0,IL,21948169.08
6783472.67,52854734.68,211,2,4588,False,18494116.43,262770.0,IL,27314375.58
9267369.75,59020930.73,211,3,4588,False,19318718.939999998,262770.0,IL,30172072.04
7684007.97,40907509.97,211,4,4588,False,11429776.969999999,262770.0,IL,21530955.03
6792879.47,40927520.57,211,5,4588,False,13061187.670000002,262770.0,IL,20810683.43
8819202.83,51416413.69,211,6,4588,False,15007690.25,262770.0,IL,27326750.61
6866530.11,36813347.96,211,7,4588,False,10385163.64,262770.0,IL,19298884.21
6995456.48,41441651.4,211,8,4588,False,12576816.200000003,262770.0,IL,21606608.72
7545148.83,47893853.67,211,9,4588,False,15123240.600000005,262770.0,IL,24962694.24
7465150.68,40038561.4,211,10,4588,False,10931430.049999997,262770.0,IL,21379210.67
6502556.22,36197704.17,211,11,4588,False,11101602.180000003,262770.0,IL,18330775.77
7597262.44,47017780.54,211,12,4588,False,14096976.510000002,262770.0,IL,25060771.59
4459114.56,25028778.57,212,1,4450,False,5521656.370000001,70560.0,CA,14977447.64
3807826.01,22392740.8,212,2,4450,False,5909493.18,70560.0,CA,12604861.61
5183569.08,25059558.66,212,3,4450,False,4898010.589999998,70560.0,CA,14907418.99
3111688.5,16637425.39,212,4,4450,False,4074999.33,70560.0,CA,9380177.56
3003294.45,20908811.24,212,5,4450,False,6264383.59,70560.0,CA,11570573.2
5157196.76,26637204.48,212,6,4450,False,5372518.039999999,70560.0,CA,16036929.68
4383137.79,18204874.43,212,7,4450,False,3595276.280000001,70560.0,CA,10155900.36
5260220.35,17939392.83,212,8,4450,False,2721630.5699999984,70560.0,CA,9886981.91
5759220.48,23345413.5,212,9,4450,False,4038836.09,70560.0,CA,13476796.93
4359670.88,19051665.89,212,10,4450,False,3653430.000000002,70560.0,CA,10968005.01
4418274.74,22260491.32,212,11,4450,False,5425998.009999998,70560.0,CA,12345658.57
6527367.98,22000951.12,212,12,4450,False,2657727.3600000013,70560.0,CA,12745295.78
9783035.92,41144572.74,213,1,4471,False,9590263.0,401460.0,IL,21369813.82
8951077.87,43241054.17,213,2,4471,False,11297486.040000003,401460.0,IL,22591030.26
11372355.49,57104595.75,213,3,4471,False,15480997.869999997,401460.0,IL,29849782.39
9867081.57,43046072.2,213,4,4471,False,9847771.300000004,401460.0,IL,22929759.33
7930542.03,44443161.96,213,5,4471,False,11942391.329999998,401460.0,IL,24168768.6
11002054.72,48405164.64,213,6,4471,False,11682178.110000003,401460.0,IL,25319471.81
9455246.9,40687334.77,213,7,4471,False,9674378.870000005,401460.0,IL,21156249.0
9671434.1,47341262.09,213,8,4471,False,12566144.580000002,401460.0,IL,24702223.41
12297859.16,48359310.86,213,9,4471,False,9633292.610000003,401460.0,IL,26026699.09
8107849.97,38509201.78,213,10,4471,False,9496417.220000003,401460.0,IL,20503474.59
9186430.77,44568562.21,213,11,4471,False,11059218.129999999,401460.0,IL,23921453.31
9236204.72,58655637.34,213,12,4471,False,16468451.760000005,401460.0,IL,32549520.86
7369901.34,29362090.58,214,1,4563,False,4299779.829999998,23870.0,NJ,17668539.41
6343079.39,24876394.54,214,2,4563,False,3268245.549999999,23870.0,NJ,15241199.6
7234683.53,37321382.02,214,3,4563,False,8104743.910000004,23870.0,NJ,21958084.58
5582750.5,23560709.29,214,4,4563,False,3313222.709999999,23870.0,NJ,14640866.08
5968487.41,27479060.41,214,5,4563,False,5533840.51,23870.0,NJ,15952862.49
7333487.76,29824956.54,214,6,4563,False,5777714.360000001,23870.0,NJ,16689884.42
5273271.8,21465176.71,214,7,4563,False,3602684.0,23870.0,NJ,12565350.91
6103868.47,24487056.91,214,8,4563,False,4196463.48,23870.0,NJ,14162854.96
6852624.53,21235354.77,214,9,4563,False,2234015.759999998,23870.0,NJ,12124844.48
5342196.22,26253529.45,214,10,4563,False,5467427.890000001,23870.0,NJ,15420035.34
6361076.57,26314663.54,214,11,4563,False,4714774.239999998,23870.0,NJ,15214942.73
7674293.76,33761762.27,214,12,4563,False,6220280.570000004,23870.0,NJ,19843317.94
3757305.45,17187615.72,215,1,4524,False,2496810.1899999995,164830.0,NJ,10768670.08
5386246.71,22894783.66,215,2,4524,False,4347549.41,164830.0,NJ,12996157.54
5736958.69,27789880.9,215,3,4524,False,5225846.959999997,164830.0,NJ,16662245.25
5313274.2,14751782.23,215,4,4524,False,3142.8400000017136,164830.0,NJ,9270535.19
2023474.52,8521833.831,215,5,4524,False,509806.8710000003,164830.0,NJ,5823722.44
4423679.16,12287024.58,215,6,4524,False,784351.2699999996,164830.0,NJ,6914164.15
3447510.89,12503777.28,215,7,4524,False,3399827.9499999983,164830.0,NJ,5491608.44
3792431.85,16368252.44,215,8,4524,False,6997467.64,164830.0,NJ,5413522.95
4867373.56,29507957.03,215,9,4524,False,10772653.970000003,164830.0,NJ,13703099.5
4394750.12,22555684.85,215,10,4524,False,7158263.52,164830.0,NJ,10837841.21
4667461.6,22313402.08,215,11,4524,False,7093634.969999997,164830.0,NJ,10387475.51
5892556.05,23657757.47,215,12,4524,False,4413059.389999999,164830.0,NJ,13187312.03
5709998.42,19367279.51,216,1,4450,False,2293673.0200000014,216430.0,CO,11147178.07
5513439.74,23625820.02,216,2,4450,False,4344208.220000001,216430.0,CO,13551742.06
6634242.74,30204374.88,216,3,4450,False,5861498.1000000015,216430.0,CO,17492204.04
5309018.43,25098166.84,216,4,4450,False,4813690.859999999,216430.0,CO,14759027.55
4752263.54,23002133.49,216,5,4450,False,5844253.969999999,216430.0,CO,12189185.98
6360045.37,34736242.33,216,6,4450,False,9380991.779999997,216430.0,CO,18778775.18
5803434.46,24870563.4,216,7,4450,False,4511588.869999997,216430.0,CO,14339110.07
5247086.16,25908601.04,216,8,4450,False,6729824.969999999,216430.0,CO,13715259.91
7997885.96,28698288.21,216,9,4450,False,2523352.829999998,216430.0,CO,17960619.42
5951050.73,24585009.34,216,10,4450,False,4291723.8999999985,216430.0,CO,14125804.71
5691480.61,28611479.17,216,11,4450,False,5304279.120000001,216430.0,CO,17399289.44
5978050.49,31726996.08,216,12,4450,False,6445642.129999995,216430.0,CO,19086873.46
5256163.59,27655850.55,217,1,4573,False,6789844.440000001,112900.0,NJ,15496942.52
4707809.84,23207983.85,217,2,4573,False,5525463.260000002,112900.0,NJ,12861810.75
5175659.72,24366129.08,217,3,4573,False,4705927.3999999985,112900.0,NJ,14371641.96
4045856.7,16970214.45,217,4,4573,False,4925368.73,112900.0,NJ,7886089.02
4049263.98,21419054.57,217,5,4573,False,6374159.9,112900.0,NJ,10882730.69
5719589.52,27052313.33,217,6,4573,False,6857420.469999999,112900.0,NJ,14362403.34
4956421.42,17824396.83,217,7,4573,False,2222448.6899999976,112900.0,NJ,10532626.72
4162109.21,20150206.07,217,8,4573,False,5336306.16,112900.0,NJ,10538890.7
5801285.51,27203673.68,217,9,4573,False,6958861.540000001,112900.0,NJ,14330626.63
4228389.4,19333916.83,217,10,4573,False,3860594.549999997,112900.0,NJ,11132032.88
4923631.83,19237707.08,217,11,4573,False,3498139.3599999975,112900.0,NJ,10703035.89
4082525.49,24089956.82,217,12,4573,False,6531050.839999998,112900.0,NJ,13363480.49
5531276.21,28682814.77,218,1,4495,False,8711051.52,124650.0,TX,14315837.04
5338918.72,33707587.66,218,2,4495,False,10152177.549999997,124650.0,TX,18091841.39
5941302.53,38811520.35,218,3,4495,False,11501378.440000001,124650.0,TX,21244189.38
5647706.57,25420111.18,218,4,4495,False,6598328.299999999,124650.0,TX,13049426.31
5031745.89,33113419.84,218,5,4495,False,10021850.849999998,124650.0,TX,17935173.1
6107789.77,29929518.63,218,6,4495,False,7977266.6899999995,124650.0,TX,15719812.17
5177935.83,26167952.24,218,7,4495,False,6252783.649999997,124650.0,TX,14612582.76
4214929.72,23247554.23,218,8,4495,False,7181294.810000002,124650.0,TX,11726679.7
6063137.02,27391589.82,218,9,4495,False,7515760.84,124650.0,TX,13688041.96
5613769.81,20416697.19,218,10,4495,False,4300002.150000002,124650.0,TX,10378275.23
6127427.81,30253001.01,218,11,4495,False,7390167.610000003,124650.0,TX,16610755.59
7467248.75,31195038.41,218,12,4495,False,5903517.780000001,124650.0,TX,17699621.88
7075259.18,39019266.47,220,1,4519,False,11961348.559999999,242850.0,TX,19739808.73
7354749.84,45560734.85,220,2,4519,False,14500070.490000006,242850.0,TX,23463064.52
9049956.57,43774426.85,220,3,4519,False,13262721.040000003,242850.0,TX,21218899.24
6053119.36,40389336.29,220,4,4519,False,14123097.440000001,242850.0,TX,19970269.49
6950276.42,40142468.79,220,5,4519,False,11740860.099999998,242850.0,TX,21208482.27
8353015.22,50482310.66,220,6,4519,False,15988877.729999997,242850.0,TX,25897567.71
5771090.49,31480909.47,220,7,4519,False,9311984.139999997,242850.0,TX,16154984.84
6863069.08,32168231.72,220,8,4519,False,8782478.450000001,242850.0,TX,16279834.19
6291670.18,28880893.68,220,9,4519,False,7429222.710000001,242850.0,TX,14917150.79
4614878.11,20514002.06,220,10,4519,False,5561097.5,242850.0,TX,10095176.45
4189197.45,19178188.51,220,11,4519,False,5580545.530000003,242850.0,TX,9165595.53
7939170.88,25358924.24,220,12,4519,False,3902904.459999999,242850.0,TX,13273998.9
3215016.74,15076291.37,221,1,4524,False,4329073.669999999,45710.0,TX,7486490.96
3334974.37,11461367.34,221,2,4524,False,2388575.21,45710.0,TX,5692107.76
3988826.72,18514976.74,221,3,4524,False,4935878.259999998,45710.0,TX,9544561.76
3300740.21,12517580.22,221,4,4524,False,3044295.250000002,45710.0,TX,6126834.76
2984068.94,12407427.05,221,5,4524,False,3105595.9800000014,45710.0,TX,6272052.13
3471857.22,16823899.0,221,6,4524,False,4911063.359999999,45710.0,TX,8395268.42
2811562.78,13079792.5,221,7,4524,False,3479223.9700000007,45710.0,TX,6743295.75
2806039.73,14761238.06,221,8,4524,False,4789177.75,45710.0,TX,7120310.58
3750962.09,17095062.92,221,9,4524,False,4904013.620000001,45710.0,TX,8394377.21
3249016.98,15407288.79,221,10,4524,False,4406762.869999998,45710.0,TX,7705798.94
3013960.13,13940465.78,221,11,4524,False,3868899.049999999,45710.0,TX,7011896.6
4021157.57,18148238.65,221,12,4524,False,5027548.689999998,45710.0,TX,9053822.39
6060282.38,30807982.93,223,1,4476,False,8064653.99,112020.0,CA,16571026.56
5290538.32,31042527.78,223,2,4476,False,8123297.539999999,112020.0,CA,17516671.92
6331962.76,35356020.33,223,3,4476,False,9707844.86,112020.0,CA,19204192.71
5578751.61,29308118.27,223,4,4476,False,7441009.279999999,112020.0,CA,16176337.38
5624280.14,27020888.36,223,5,4476,False,6205584.199999999,112020.0,CA,15079004.02
7319832.91,31432196.1,223,6,4476,False,5675537.450000003,112020.0,CA,18324805.74
5595462.22,20082111.46,223,7,4476,False,2934226.2300000023,112020.0,CA,11440403.01
4668108.31,26888042.03,223,8,4476,False,6073071.610000003,112020.0,CA,16034842.11
6054863.21,31497764.29,223,9,4476,False,7472336.18,112020.0,CA,17858544.9
4901793.41,24683973.89,223,10,4476,False,6086234.290000001,112020.0,CA,13583926.19
5750303.61,22907349.6,223,11,4476,False,3444446.000000002,112020.0,CA,13600579.99
5974085.92,31603781.97,223,12,4476,False,7471395.189999998,112020.0,CA,18046280.86
7978799.63,40722688.32,224,1,4534,False,7874276.57,289840.0,GA,24579772.12
8889267.3,38817153.03,224,2,4534,False,7461519.629999999,289840.0,GA,22176526.1
11252039.18,50240572.31,224,3,4534,False,8632723.360000003,289840.0,GA,30065969.77
9370107.96,37745478.8,224,4,4534,False,6123046.049999997,289840.0,GA,21962484.79
8355948.12,38328718.4,224,5,4534,False,9337877.179999996,289840.0,GA,20345053.1
8793244.52,45993927.08,224,6,4534,False,12220069.05,289840.0,GA,24690773.51
7818857.55,26816924.78,224,7,4534,False,4777243.65,289840.0,GA,13930983.58
6868361.3,35705773.97,224,8,4534,False,9831254.829999998,289840.0,GA,18716317.84
8750412.71,44860242.74,224,9,4534,False,10903014.970000003,289840.0,GA,24916975.06
7417967.31,39155718.68,224,10,4534,False,10917585.0,289840.0,GA,20530326.37
7190465.99,35277784.86,224,11,4534,False,8313774.2799999975,289840.0,GA,19483704.59
8905936.82,43791295.02,224,12,4534,False,10221340.070000004,289840.0,GA,24374178.13
6187784.03,27903683.83,226,1,4611,False,6479482.289999997,136340.0,GA,15100077.51
6253785.33,29506558.09,226,2,4611,False,6877717.389999999,136340.0,GA,16238715.37
8019219.94,41486842.4,226,3,4611,False,10256091.389999997,136340.0,GA,23075191.07
6283466.93,33551779.12,226,4,4611,False,9088625.170000002,136340.0,GA,18043347.02
6224798.64,28548277.13,226,5,4611,False,7300121.759999998,136340.0,GA,14887016.73
7921894.73,37137236.82,226,6,4611,False,8543832.54,136340.0,GA,20535169.55
6794751.73,27330414.58,226,7,4611,False,5840097.589999998,136340.0,GA,14559225.26
6470287.98,28901306.84,226,8,4611,False,6940530.979999999,136340.0,GA,15354147.88
7699366.21,35784613.74,226,9,4611,False,8659211.43,136340.0,GA,19289696.1
6275429.53,28554690.1,226,10,4611,False,6916638.67,136340.0,GA,15226281.9
6233272.72,30089846.79,226,11,4611,False,6943380.3100000005,136340.0,GA,16776853.76
8251579.22,36173920.9,226,12,4611,False,7358297.870000001,136340.0,GA,20427703.81
6662980.33,21799469.78,227,1,4400,False,3315778.6100000013,178330.0,CA,11642380.84
5074533.58,22126541.8,227,2,4400,False,5424818.629999999,178330.0,CA,11448859.59
5851849.84,31224140.19,227,3,4400,False,9132854.980000002,178330.0,CA,16061105.37
5122137.6,18258422.07,227,4,4400,False,3667361.040000001,178330.0,CA,9290593.43
4549622.06,21023585.34,227,5,4400,False,4546847.050000001,178330.0,CA,11748786.23
5457224.57,22322358.0,227,6,4400,False,4848995.43,178330.0,CA,11837808.0
5744631.42,15681465.83,227,7,4400,False,2517991.6400000006,178330.0,CA,7240512.77
4191745.72,19553259.54,227,8,4400,False,5914530.929999998,178330.0,CA,9268652.89
4965068.41,22322946.17,227,9,4400,False,6357861.930000002,178330.0,CA,10821685.83
4741436.01,17249096.68,227,10,4400,False,3471159.5700000003,178330.0,CA,8858171.1
4271950.29,16822339.58,227,11,4400,False,3377225.0299999993,178330.0,CA,8994834.26
5479400.88,22024369.24,227,12,4400,False,3765755.039999999,178330.0,CA,12600883.32
3358818.6,5366953.074,228,1,4531,False,-1130695.6260000002,57680.0,TX,3081150.1
4164718.35,12488261.35,228,2,4531,False,1279198.0099999998,57680.0,TX,6986664.99
5149438.17,13067332.34,228,3,4531,False,1298447.29,57680.0,TX,6561766.88
4537132.28,9531911.138,228,4,4531,False,-394843.7520000003,57680.0,TX,5331942.61
